FECHA,PRECIP,EVAP,TMAX,TMIN
2024-07-08,9,6.1,15,3
2024-07-10,44,9.6,11,5
2024-07-12,0,3.1,16,6
2024-07-14,11,2.6,10,6
2024-07-16,10,3,13,7
2024-07-18,9,4.65,14,8
2024-07-20,24,6.1,14,6
2024-07-22,12,6.1,14,7
2024-07-24,0,9,17,5
2024-07-26,0,6.1,17,5
2024-07-28,4,5.1,16,6
2024-07-30,6,4.1,11,4
2024-08-01,16,4.3,11,7
2024-08-03,7,7.3,16,6
2024-08-05,20,9.1,16,5
2024-08-07,0,3.3,12,3
2024-08-09,0,15.5,15,4
2024-08-11,14,9.3,15,3
2024-08-13,11,12.3,11,8
2024-08-15,12,12.4,11,5
2024-08-17,14,8.3,13,7
2024-08-19,30,5.3,14,8
2024-08-21,17,7.5,10,4
2024-08-23,16,5.8,15,7
2024-08-25,0,4.5,17,4
2024-08-27,27,5.1,15,5
2024-08-29,11,8.1,14,3
2024-08-31,14,6.1,15,3
2024-09-02,0,4.5,16,3
2024-09-04,0,4.6,17,4
2024-09-06,9,4.5,14,3
2024-09-08,0,2.3,14,4
2024-09-10,11,4.5,15,7
2024-09-12,24,5.5,15,8
2024-09-14,0,5.5,17,3
2024-09-16,12,20.5,13,6
2024-09-18,5,4.5,14,8
2024-09-20,9,2.4,15,5
2024-09-22,26,2.6,10,4
2024-09-24,9,2.5,12,6
2024-09-26,62,11,13,3
2024-09-28,9,12.1,14,8
2024-09-30,12,NULO,14,6
2024-10-02,4,1.62,15,5
2024-10-04,12,1.68,14,4
2024-10-06,8,1.11,14,3
2024-10-08,4,2,10,4
2024-10-10,0,5.58,12,7
2024-10-12,0,4.16,17,6
2024-10-14,0,2.5,11,5
2024-10-16,0,4.48,12,8
2024-10-18,0,3.2,14,5
2024-10-20,14,0.81,14,6
2024-10-22,0,3.7,11,7
2024-10-24,0,3.05,17,6
2024-10-26,0,2.74,11,5
2024-10-28,0,2.28,12,7
2024-10-30,0,3.44,13,8
2024-11-01,0,5.6,11,5
2024-11-03,0,2.5,13,6
2024-11-05,5,3,12,8
2024-11-07,0,3,13,7
2024-11-09,0,3.1,16,4
2024-11-11,0,2.6,16,6
2024-11-13,0,2.6,10,5
2024-11-15,0,2.6,13,8
2024-11-17,0,2.6,16,5
2024-11-19,0,3.6,11,6
2024-11-21,0,3.1,12,7
2024-11-23,0,3.1,12,3
2024-11-25,0,2.6,14,4
2024-11-27,0,2.6,17,8
2024-11-29,0,2.6,11,4
2024-12-01,0,3.1,11,5
2024-12-03,0,2.5,13,7
2024-12-05,0,3.1,16,4
2024-12-07,0,3.1,13,6
2024-12-09,0,3.1,14,7
2024-12-11,0,2.6,14,8
2024-12-13,0,3.1,12,3
2024-12-15,0,3.1,16,6
2024-12-17,0,3,11,5
2024-12-19,0,2.5,13,8
2024-12-21,0,2.5,12,3
2024-12-23,0,2.5,13,3
2024-12-25,0,3.1,15,4
2024-12-27,0,3.1,12,6
2024-12-29,0,2.5,15,4
2024-12-31,0,2.6,16,3
2025-01-02,0,2.5,12,5
2025-01-04,0,2.6,12,6
2025-01-06,0,2.6,15,3
2025-01-08,0,3,15,4
2025-01-10,44,5.6,13,5
2025-01-12,0,2.6,16,7
2025-01-14,0,4.1,13,5
2025-01-16,0,3.1,16,3
2025-01-18,0,2.5,11,6
2025-01-20,0,2.6,16,5
2025-01-22,0,3.1,14,4
2025-01-24,0,2.5,13,3
2025-01-26,0,3,14,4
2025-01-28,0,3.1,14,5
2025-01-30,0,3.1,13,3
2025-02-01,0,3.1,10,6
2025-02-03,0,3.1,11,5
2025-02-05,0,2.6,11,7
2025-02-07,0,2.6,14,4
2025-02-09,0,3,13,3
2025-02-11,0,3.1,12,8
2025-02-13,0,3.1,11,5
2025-02-15,0,3.1,14,6
2025-02-17,0,3.1,11,5
2025-02-19,0,3.1,12,5
2025-02-21,24,3.1,13,6
2025-02-23,0,2.6,15,7
2025-02-25,0,2.6,14,8
2025-02-27,0,3.1,15,4
2025-03-01,0,3.6,12,8
2025-03-03,0,4.1,11,6
2025-03-05,0,5.1,13,5
2025-03-07,0,3.1,12,7
2025-03-09,0,2.6,14,8
2025-03-11,0,2.5,11,7
2025-03-13,0,3.1,14,5
2025-03-15,0,3,14,3
2025-03-17,0,3.1,14,8
2025-03-19,0,3.1,13,3
2025-03-21,0,3.1,15,7
2025-03-23,0,3,14,4
2025-03-25,0,5.1,12,8
2025-03-27,0,4.1,12,5
2025-03-29,0,3.1,11,7
2025-03-31,0,3.1,13,6
2025-04-02,0,3.1,13,7
2025-04-04,0,3,14,8
2025-04-06,0,3.1,15,4
2025-04-08,0,3.1,14,3
2025-04-10,0,3.1,10,4
2025-04-12,0,3.1,11,5
2025-04-14,0,3.1,11,6
2025-04-16,0,3.1,16,5
2025-04-18,0,2.5,15,4
2025-04-20,0,2.6,13,6
2025-04-22,5,3,11,7
2025-04-24,0,2.6,16,4
2025-04-26,0,2.6,12,6
2025-04-28,0,2.6,14,7
2025-04-30,0,3.1,11,6
2025-05-02,0,3.2,13,3
2025-05-04,7,2.6,14,4
2025-05-06,0,2.6,12,8
2025-05-08,0,3.6,16,5
2025-05-10,9,4.2,10,4
2025-05-12,0,2.6,14,8
2025-05-14,0,2.6,15,3
2025-05-16,0,3.1,12,8
2025-05-18,0,2.6,13,8
2025-05-20,0,4.1,11,6
2025-05-22,0,4.3,17,5
2025-05-24,7,3.1,14,4
2025-05-26,6,4.1,13,8
2025-05-28,26,6.1,14,4
2025-05-30,9,3.1,13,7
